u_brthyr,age_5,sc1714,ws1_2012,ws1_2032,ws1_2034,ws1_2036,ws1_2038,ws1cal01,ws1cal02,ws1cal03,ws1cal04,ws1imp04,ws2cal01,ws2cal02,ws2cal03,ws2cal04,ws2imp04,ws1_2024,vetstat,ws1_2028,ws1impo5,ws2impo5,ws1_wks4,ws1_wks3,ws1_wks2,ws1_wks1,fnlwgt_5,u_brthmn,rsncode,ws1_2026,agric1,trans1,trade1,finins1,service1,public1,profes1,manage1,cleric1,labor1,other1,educ,nrace,nmar,health,srvperd,nvstat,kwage,mhrs4,w4,mhrs3,w3,mhrs2,w2,mhrs1,w1,agesq,edsq,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12
1949,34,2,,,,,,,,,,,,,,,,,2,,,,,,,,40069983,3,1,,,,,,,,,,,,,12,0,0,0,,0,,,,,,,,,,1156,144,0,0,1,0,0,0,0,0,0,0,0,0
1943,40,1,1,2500,2500,2500,2500,,,,,,,,,,,40,1,,,,4,4,5,4,48361858,3,999,2,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,1,1,15.625,160,15.625,160,15.625,200,12.5,160,15.625,1600,225,0,0,1,0,0,0,0,0,0,0,0,0
1949,34,1,1,1800,1800,1800,1800,,,,,,,,,,,50,1,,,,4,4,5,4,43324494,6,1,2,0,0,1,0,0,0,0,0,1,0,0,14,0,0,1,1,1,9,200,9,200,9,250,7.1999998,200,9,1156,196,0,0,0,0,0,1,0,0,0,0,0,0
1948,34,1,1,,,560,1120,,,,,,,,,,,40,1,7,,,,,2,4,45963333,11,1,1,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,1,1,7,,,,,80,7,160,7,1156,121,0,0,0,0,0,0,0,0,0,0,1,0
1953,30,1,1,1800,1800,1800,1800,,,,,,,,,,,68,2,,,,4,4,5,4,44006139,10,0,2,0,0,0,0,1,0,1,0,0,0,0,16,0,0,0,,0,6.6176472,272,6.6176472,272,6.6176472,340,5.2941175,272,6.6176472,900,256,0,0,0,0,0,0,0,0,0,1,0,0
1946,37,1,4,600,800,800,800,,,,,,,,,,,20,1,10,,,4,4,5,4,41250371,10,1,1,0,0,0,0,1,0,1,0,0,0,0,18,0,0,0,1,1,10,80,7.5,80,10,100,8,80,10,1369,324,0,0,0,0,0,0,0,0,0,1,0,0
1950,33,1,1,1200,1200,1500,1200,,,1,,,,,,,,55,2,,,,4,4,5,4,42100426,5,1,2,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,,0,5.4545455,220,5.4545455,220,5.4545455,275,5.4545455,220,5.4545455,1089,36,0,0,0,0,1,0,0,0,0,0,0,0
1943,40,1,1,1100,,,,,,,,,,,,,,40,1,6,,,4,,,,43434054,7,999,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,1,6,160,6.875,,,,,,,1600,121,0,0,0,0,0,0,1,0,0,0,0,0
1949,34,1,1,2732,2732,2732,4098,,,,,,,,,,,40,1,,,,4,4,5,4,43659701,6,0,2,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,1,1,17.075001,160,17.075001,160,17.075001,200,13.66,160,25.612499,1156,144,0,0,0,0,0,1,0,0,0,0,0,0
1953,30,1,1,,576,576,576,,,,,,,1,,,,32,2,4.5,,,,4,5,4,57074774,9,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,,0,4.5,,,128,4.5,160,3.5999999,128,4.5,900,36,0,0,0,0,0,0,0,0,1,0,0,0
1950,33,1,1,108,,,,,,,,,,,,,,24,2,4.5,,,2,,,,44155291,9,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,,0,4.5,48,2.25,,,,,,,1089,36,0,0,0,0,0,0,0,0,1,0,0,0
1953,29,3,1,2500,2500,2500,2500,,,,,,,,,,,45,2,,,,4,4,5,4,44062210,12,0,2,0,0,0,1,0,0,1,0,0,0,0,16,0,0,0,,0,13.888889,180,13.888889,180,13.888889,225,11.111111,180,13.888889,841,256,0,0,0,0,0,0,0,0,0,0,0,1
1952,31,1,1,,,500,800,,,,,,,,,,,40,2,5,,,,,5,4,30449292,7,0,1,0,0,0,0,1,0,0,1,0,0,0,16,0,0,0,,0,5,,,,,200,2.5,160,5,961,256,0,0,0,0,0,0,1,0,0,0,0,0
1946,37,1,1,1028,1028,1028,1542,,,,,,,,,,,40,1,6.4299998,,,4,4,5,4,48826101,10,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,1,6.4299998,160,6.4250002,160,6.4250002,200,5.1399999,160,9.6374998,1369,196,0,0,0,0,0,0,0,0,0,1,0,0
1946,37,2,,,,,,,,,,,,,,,,,2,,,,,,,,45267921,7,0,,,,,,,,,,,,,12,0,0,0,,0,,,,,,,,,,1369,144,0,0,0,0,0,0,1,0,0,0,0,0
1948,35,,,,,,,,,,,,,,,,,,1,,,,,,,,47670949,7,0,,,,,,,,,,,,,16,0,1,0,1,1,,,,,,,,,,1225,256,0,0,0,0,0,0,1,0,0,0,0,0
1951,32,1,1,4200,4200,4200,4200,,,,,,,,,,,45,2,,,,4,4,5,4,44205446,3,1,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,,0,23.333334,180,23.333334,180,23.333334,225,18.666666,180,23.333334,1024,256,0,0,1,0,0,0,0,0,0,0,0,0
1954,29,,,,,,,,,,,,,,,,,,,,,,,,,,,2,999,,,,,,,,,,,,,12,0,1,0,,0,,,,,,,,,,841,144,0,1,0,0,0,0,0,0,0,0,0,0
1951,32,1,1,,600,600,600,,,,,,,,,,,40,2,3.8499999,,,,4,5,4,44386692,1,0,1,0,0,1,0,0,0,0,0,1,0,0,13,0,1,1,,0,3.8499999,,,160,3.75,200,3,160,3.75,1024,169,1,0,0,0,0,0,0,0,0,0,0,0
1949,34,1,1,1896,2370,1896,2370,,,,,,,,,,,40,2,11.85,,,4,4,5,4,42216403,6,0,1,0,0,1,0,0,0,1,0,0,0,0,16,0,0,0,,0,11.85,160,11.85,160,14.8125,200,9.4799995,160,14.8125,1156,256,0,0,0,0,0,1,0,0,0,0,0,0
1952,31,1,1,800,800,800,800,,,,,,,,,,,40,1,4.1500001,,,4,4,5,4,41318792,5,0,1,0,0,0,0,1,0,1,0,0,0,0,15,0,0,0,1,1,4.1500001,160,5,160,5,200,4,160,5,961,225,0,0,0,0,1,0,0,0,0,0,0,0
1951,32,,,,,,,,,,,,,,,,,,1,,,,,,,,40795660,1,0,,,,,,,,,,,,,15,0,0,0,0,0,,,,,,,,,,1024,225,1,0,0,0,0,0,0,0,0,0,0,0
1944,38,1,1,3167,3167,3167,3167,,,,,,,,,,,40,1,,,,4,4,5,4,47295658,12,1,2,0,0,0,0,1,0,1,0,0,0,0,16,0,1,0,1,1,19.793751,160,19.793751,160,19.793751,200,15.835,160,19.793751,1444,256,0,0,0,0,0,0,0,0,0,0,0,1
1952,31,1,4,1974,1974,1974,1974,,,,,,,,,,,40,2,10.73,,,4,4,5,4,41170424,3,0,1,0,1,0,0,0,0,1,0,0,0,0,12,0,0,0,,0,10.73,160,12.3375,160,12.3375,200,9.8699999,160,12.3375,961,144,0,0,1,0,0,0,0,0,0,0,0,0
1948,35,1,4,2500,2500,2500,2500,,,,,,,,,,,52,2,6,,,4,4,5,4,61410089,1,0,1,0,0,0,0,0,1,0,0,0,0,1,13,1,1,0,,0,6,208,12.019231,208,12.019231,260,9.6153851,208,12.019231,1225,169,1,0,0,0,0,0,0,0,0,0,0,0
1954,29,1,1,1500,1500,1500,1500,,,,,,,,,,,65,2,,,,4,4,5,4,43484002,2,999,2,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,,0,5.7692308,260,5.7692308,260,5.7692308,325,4.6153846,260,5.7692308,841,169,0,1,0,0,0,0,0,0,0,0,0,0
1947,36,1,1,,1500,3000,3000,,,,,,,,,,,55,1,,,,,2,5,4,44146334,1,0,2,0,0,0,1,0,0,1,0,0,0,0,18,0,0,0,1,1,13.636364,,,110,13.636364,275,10.909091,220,13.636364,1296,324,1,0,0,0,0,0,0,0,0,0,0,0
1953,30,1,1,,,800,1900,,,,,,,,,,,45,2,,,,,,2,4,41119373,3,0,2,0,0,0,0,1,0,1,0,0,0,0,12,0,0,0,,0,8.8888893,,,,,90,8.8888893,180,10.555555,900,144,0,0,1,0,0,0,0,0,0,0,0,0
1946,37,1,1,975,975,975,975,,,,,,,,,,,50,1,,,,4,4,5,4,45510858,10,0,2,0,0,1,0,0,0,0,0,1,0,0,13,0,0,1,1,1,4.875,200,4.875,200,4.875,250,3.9000001,200,4.875,1369,169,0,0,0,0,0,0,0,0,0,1,0,0
1954,28,3,3,1460,1460,1460,1460,,,,,,,,,,,40,2,6,1,,4,4,5,4,120906740,11,999,1,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,,0,6,160,9.125,160,9.125,200,7.3000002,160,9.125,784,121,0,0,0,0,0,0,0,0,0,0,1,0
1947,36,2,,,,,,,,,,,,,,,,,2,,,,,,,,122440612,2,1,,,,,,,,,,,,,16,0,0,0,,0,,,,,,,,,,1296,256,0,1,0,0,0,0,0,0,0,0,0,0
1947,36,1,3,1800,1800,1800,1800,,,,,,,,,,,40,1,,,,4,4,5,4,127338238,4,0,2,0,0,0,0,0,1,1,0,0,0,0,12,0,0,0,1,1,11.25,160,11.25,160,11.25,200,9,160,11.25,1296,144,0,0,0,1,0,0,0,0,0,0,0,0
1953,30,1,1,3333,3333,3333,3333,,,,,,,,,,,50,2,,,,4,4,5,4,44386692,7,0,2,0,0,0,0,1,0,1,0,0,0,0,16,0,1,0,,0,16.665001,200,16.665001,200,16.665001,250,13.332,200,16.665001,900,256,0,0,0,0,0,0,1,0,0,0,0,0
1949,34,,,,,,,,,,,,,,,,,,2,,,,,,,,42602188,4,0,,,,,,,,,,,,,8,0,1,1,,0,,,,,,,,,,1156,64,0,0,0,1,0,0,0,0,0,0,0,0
1951,32,,,,,,,,,,,,,,,,,,2,,,,,,,,38240248,8,0,,,,,,,,,,,,,16,1,0,0,,0,,,,,,,,,,1024,256,0,0,0,0,0,0,0,1,0,0,0,0
1950,33,,,,,,,,,,,,,,,,,,2,,,,,,,,48736552,8,1,,,,,,,,,,,,,12,1,1,1,,0,,,,,,,,,,1089,144,0,0,0,0,0,0,0,1,0,0,0,0
1951,32,,,,,,,,,,,,,,,,,,2,,,,,,,,43659701,9,1,,,,,,,,,,,,,5,0,0,0,,0,,,,,,,,,,1024,25,0,0,0,0,0,0,0,0,1,0,0,0
1954,29,3,1,640,1280,1280,1600,,,,,,,,,,,32,1,10,,,,2,5,4,41768491,8,999,1,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,10,,,64,20,160,8,128,12.5,841,144,0,0,0,0,0,0,0,1,0,0,0,0
1947,36,1,1,1440,1440,1800,1440,1,1,1,1,,,,,,,60,2,6,1,,4,4,5,4,69646956,7,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,,0,6,240,6,240,6,300,6,240,6,1296,36,0,0,0,0,0,0,1,0,0,0,0,0
1947,36,1,3,1888,1888,1725,1725,,,,,,,,,,,40,2,,,,4,4,5,4,44146334,2,0,2,0,0,0,0,1,0,1,0,0,0,0,16,0,0,0,,0,11.8,160,11.8,160,11.8,200,8.625,160,10.78125,1296,256,0,1,0,0,0,0,0,0,0,0,0,0
1946,37,2,,,,,,,,,,,,,,,,,1,,,,,,,,41250371,2,0,,,,,,,,,,,,,12,0,0,0,1,1,,,,,,,,,,1369,144,0,1,0,0,0,0,0,0,0,0,0,0
1948,35,2,,,,,,,,,,,,,,,,,2,,,,,,,,46090379,6,0,,,,,,,,,,,,,18,0,0,0,,0,,,,,,,,,,1225,324,0,0,0,0,0,1,0,0,0,0,0,0
1950,33,1,3,1214,1214,1518,1214,1,1,1,1,,,,,,,40,1,,,,4,4,5,4,42426512,5,1,2,0,0,0,0,1,0,1,0,0,0,0,18,0,1,0,0,0,7.5875001,160,7.5875001,160,7.5875001,200,7.5900002,160,7.5875001,1089,324,0,0,0,0,1,0,0,0,0,0,0,0
1953,30,1,1,,353,880,610,,,,,,,1,,,,24,2,3.7,,1,,2,5,4,39904749,8,1,1,0,0,1,0,0,0,0,0,0,1,0,7,0,0,0,,0,3.7,,,48,7.3541665,120,7.3333335,96,6.3541665,900,49,0,0,0,0,0,0,0,1,0,0,0,0
1951,32,1,1,3000,2400,3000,2400,,,,,,,,,,,60,2,9.7299995,,,4,4,5,4,41020861,9,0,1,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,,0,9.7299995,240,12.5,240,10,300,10,240,10,1024,144,0,0,0,0,0,0,0,0,1,0,0,0
1954,29,3,3,2198,2198,2198,2198,,,,,,,,,,,60,2,,,,4,4,5,4,42963901,2,999,2,0,0,0,0,1,0,1,0,0,0,0,17,0,0,0,,0,9.1583338,240,9.1583338,240,9.1583338,300,7.3266668,240,9.1583338,841,289,0,1,0,0,0,0,0,0,0,0,0,0
1952,31,1,1,400,500,400,500,,,,,,,,,,,50,2,2,,,4,4,5,4,36587236,9,0,1,1,0,0,0,0,0,0,0,0,0,0,12,1,1,0,,0,2,200,2,200,2.5,250,1.6,200,2.5,961,144,0,0,0,0,0,0,0,0,1,0,0,0
1954,29,1,1,400,500,400,500,,,,,,,,,,,50,2,2,,,4,4,5,4,67303736,2,999,1,1,0,0,0,0,0,0,0,0,0,0,12,1,1,0,,0,2,200,2,200,2.5,250,1.6,200,2.5,841,144,0,1,0,0,0,0,0,0,0,0,0,0
1949,34,1,1,2500,8100,5000,6600,,,,,,,,,,,50,1,,,,4,4,5,4,42041543,10,1,2,0,0,0,0,1,0,1,0,0,0,0,14,0,0,0,1,1,12.5,200,12.5,200,40.5,250,20,200,33,1156,196,0,0,0,0,0,0,0,0,0,1,0,0
1950,33,1,1,1500,2100,2350,2100,,,,,,,,,,,15,1,,,,4,4,5,4,42041543,1,0,2,0,0,1,0,0,0,0,0,1,0,0,14,0,0,0,0,0,25,60,25,60,35,75,31.333334,60,35,1089,196,1,0,0,0,0,0,0,0,0,0,0,0
1944,39,2,,,,,,,,,,,,,,,,,2,,,,,,,,42383751,7,1,,,,,,,,,,,,,14,0,0,0,,0,,,,,,,,,,1521,196,0,0,0,0,0,0,1,0,0,0,0,0
1952,31,1,1,1533,1916,1533,1533,,,,,,,,,,,40,1,9.5799999,,,4,4,5,4,42983421,8,0,1,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,1,1,9.5799999,160,9.5812502,160,11.975,200,7.665,160,9.5812502,961,144,0,0,0,0,0,0,0,1,0,0,0,0
1943,40,1,1,3000,3000,3750,3000,,,1,,,,,,,,40,1,,,,4,4,5,4,42878849,7,999,2,0,0,1,0,0,0,0,0,1,0,0,10,0,0,0,0,0,18.75,160,18.75,160,18.75,200,18.75,160,18.75,1600,100,0,0,0,0,0,0,1,0,0,0,0,0
1948,34,1,1,1232,1540,1232,1540,,,,,,,,,,,40,2,7.6999998,,,4,4,5,4,42041543,12,1,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,,0,7.6999998,160,7.6999998,160,9.625,200,6.1599998,160,9.625,1156,36,0,0,0,0,0,0,0,0,0,0,0,1
1945,38,1,1,1075,1075,1075,1800,,,,,,,,,,,40,1,,,,4,4,5,4,41151545,5,0,2,0,0,0,1,0,0,0,0,1,0,0,15,0,0,0,1,1,6.71875,160,6.71875,160,6.71875,200,5.375,160,11.25,1444,225,0,0,0,0,1,0,0,0,0,0,0,0
1954,29,3,1,480,672,896,640,,,,,,,,,,,40,2,4,,,4,4,5,4,43094329,1,999,1,0,0,1,0,0,0,0,0,1,0,0,16,0,0,0,,0,4,160,3,160,4.1999998,200,4.48,160,4,841,256,1,0,0,0,0,0,0,0,0,0,0,0
1953,30,1,1,3000,3000,3000,3000,,,,,,,,,,,40,2,,,,4,4,5,4,48260971,10,0,2,0,0,0,1,0,0,1,0,0,0,0,16,0,0,0,,0,18.75,160,18.75,160,18.75,200,15,160,18.75,900,256,0,0,0,0,0,0,0,0,0,1,0,0
1952,31,1,1,1040,2080,2600,2080,1,1,1,1,,1,1,1,1,,40,2,13,,,2,4,5,4,42041543,9,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,,0,13,80,13,160,13,200,13,160,13,961,144,0,0,0,0,0,0,0,0,1,0,0,0
1945,38,1,1,,,400,1600,,,,,,,,,,,40,1,10,,,,,1,4,46383753,7,1,1,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,10,,,,,40,10,160,10,1444,36,0,0,0,0,0,0,1,0,0,0,0,0
1951,32,1,3,525,,,,,,,,,,,,,,20,2,,,,4,4,,,41530770,10,1,2,0,0,0,0,1,0,0,0,1,0,0,18,1,0,0,,0,6.5625,80,6.5625,80,,,,,,1024,324,0,0,0,0,0,0,0,0,0,1,0,0
1943,40,1,1,2200,2200,2200,2200,,,,,,,,,,,40,1,,,,4,4,5,4,44882572,6,999,2,0,1,0,0,0,0,0,0,1,0,0,16,0,0,0,1,1,13.75,160,13.75,160,13.75,200,11,160,13.75,1600,256,0,0,0,0,0,1,0,0,0,0,0,0
1954,29,1,2,1100,1100,1100,1100,,,,,,,,,,,40,2,6.9000001,,,4,4,5,4,50425256,7,999,1,0,0,0,0,1,0,0,0,0,0,0,14,0,1,0,,0,6.9000001,160,6.875,160,6.875,200,5.5,160,6.875,841,196,0,0,0,0,0,0,1,0,0,0,0,0
1943,40,1,3,1666,1666,1666,1666,,,,,,,,,,,40,2,,,,4,4,5,4,43398852,11,999,2,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,,0,10.4125,160,10.4125,160,10.4125,200,8.3299999,160,10.4125,1600,144,0,0,0,0,0,0,0,0,0,0,1,0
1948,35,1,4,1960,2940,1960,1960,,,,,,,,,,,40,2,,,,4,4,5,4,43590159,10,0,2,0,0,0,0,0,1,1,0,0,0,0,18,0,0,0,,0,12.25,160,12.25,160,18.375,200,9.8000002,160,12.25,1225,324,0,0,0,0,0,0,0,0,0,1,0,0
1951,31,1,1,990,743,,,,,,,,,,,,,45,2,5.5,,,4,3,,,32062182,11,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,0,5.5,180,5.5,135,5.5037036,,,,,961,81,0,0,0,0,0,0,0,0,0,0,1,0
1953,30,1,1,1128,1692,1128,1692,,,,,,,,,,,40,1,7.0500002,,,4,4,5,4,46190576,2,0,1,0,0,0,0,1,0,0,0,0,0,1,16,0,0,0,1,1,7.0500002,160,7.0500002,160,10.575,200,5.6399999,160,10.575,900,256,0,1,0,0,0,0,0,0,0,0,0,0
1945,37,1,2,4700,4700,4700,4700,,,,,,,,,,,50,2,,,,4,4,5,4,42350897,12,1,2,0,0,0,0,0,1,1,0,0,0,0,18,0,0,0,,0,23.5,200,23.5,200,23.5,250,18.799999,200,23.5,1369,324,0,0,0,0,0,0,0,0,0,0,0,1
1947,36,1,1,8000,8000,8000,8000,,,,,,,,,,,55,2,,,,4,4,5,4,44146334,8,0,2,0,0,0,1,0,0,1,0,0,0,0,15,0,0,0,,0,36.363636,220,36.363636,220,36.363636,275,29.09091,220,36.363636,1296,225,0,0,0,0,0,0,0,1,0,0,0,0
1947,36,1,1,1710,1710,2137,1710,,,1,,,,,,,,45,2,9,,,4,4,5,4,43649007,4,0,1,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,,0,9,180,9.5,180,9.5,225,9.4977779,180,9.5,1296,169,0,0,0,1,0,0,0,0,0,0,0,0
1944,39,1,1,3000,3000,3000,3000,,,,,,,,,,,38,2,,,,4,4,5,4,48590064,2,1,2,0,1,0,0,0,0,1,0,0,0,0,16,0,1,0,,0,19.736841,152,19.736841,152,19.736841,190,15.789474,152,19.736841,1521,256,0,1,0,0,0,0,0,0,0,0,0,0
1952,31,1,1,700,875,700,875,,,,,,,,,,,40,2,,,,4,4,5,4,49263467,5,1,2,0,0,0,0,1,0,0,0,0,1,0,12,0,1,0,,0,4.375,160,4.375,160,5.46875,200,3.5,160,5.46875,961,144,0,0,0,0,1,0,0,0,0,0,0,0
1943,40,1,1,500,400,500,400,,,,,,,,,,,30,1,,,,4,4,5,4,44882572,7,999,2,0,0,0,0,1,0,1,0,0,0,0,15,0,0,0,0,0,4.1666665,120,4.1666665,120,3.3333333,150,3.3333333,120,3.3333333,1600,225,0,0,0,0,0,0,1,0,0,0,0,0
1950,32,1,1,1346,1682,1346,1682,,,,,,,,,,,40,1,8.4099998,,,4,4,5,4,41766157,11,1,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,1,8.4099998,160,8.4125004,160,10.5125,200,6.73,160,10.5125,1024,144,0,0,0,0,0,0,0,0,0,0,1,0
1953,30,,,,,,,,,,,,,,,,,,2,,,,,,,,44858862,6,0,,,,,,,,,,,,,7,0,1,1,,0,,,,,,,,,,900,49,0,0,0,0,0,1,0,0,0,0,0,0
1945,38,2,,,,,,,,,,,,,,,,,2,,,,,,,,41151545,2,0,,,,,,,,,,,,,17,0,0,0,,0,,,,,,,,,,1444,289,0,1,0,0,0,0,0,0,0,0,0,0
1947,36,1,2,1613,1613,1613,1613,,,,,,,,,,,40,2,,,,4,4,5,4,43246995,3,1,2,0,1,0,0,0,0,0,0,1,0,0,15,1,0,0,,0,10.08125,160,10.08125,160,10.08125,200,8.0649996,160,10.08125,1296,225,0,0,1,0,0,0,0,0,0,0,0,0
1943,39,2,,,,,,,,,,,,,,,,,2,,,,,,,,44698162,11,999,,,,,,,,,,,,,12,0,0,0,,0,,,,,,,,,,1521,144,0,0,0,0,0,0,0,0,0,0,1,0
1948,35,1,1,1900,2400,1900,2400,,,,,,,,,,,50,2,9,,,4,4,5,4,43649007,8,1,1,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,,0,9,200,9.5,200,12,250,7.5999999,200,12,1225,144,0,0,0,0,0,0,0,1,0,0,0,0
1954,29,1,4,1276,1276,1169,1169,,,,,,,,,,,40,2,,,,4,4,1,,46927988,9,999,2,0,0,0,0,1,0,1,0,0,0,0,16,0,0,0,,0,7.9749999,160,7.9749999,160,7.9749999,40,29.225,,,841,256,0,0,0,0,0,0,0,0,1,0,0,0
1943,40,1,1,2829,2970,3253,2829,,,,,,,,,,,40,2,15.49,,,4,4,5,4,43057194,9,999,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,,0,15.49,160,17.68125,160,18.5625,200,16.264999,160,17.68125,1600,169,0,0,0,0,0,0,0,0,1,0,0,0
1953,29,2,,,,,,,,,,,,,,,,,2,,,,,,,,47112146,11,0,,,,,,,,,,,,,18,0,1,0,,0,,,,,,,,,,841,324,0,0,0,0,0,0,0,0,0,0,1,0
1950,32,1,1,,,,1616,,,,,,,,,,,48,1,7.3000002,,,,,1,4,36589275,12,1,1,0,0,0,0,0,0,0,0,0,1,0,10,1,0,0,1,1,7.3000002,,,,,48,,192,8.416667,1024,100,0,0,0,0,0,0,0,0,0,0,0,1
1943,40,1,1,1669,1605,1995,1723,,,,,,,,,,,40,2,16,,,4,4,5,4,43057194,9,999,1,0,0,0,0,1,0,1,0,0,0,0,17,0,0,0,,0,16,160,10.43125,160,10.03125,200,9.9750004,160,10.76875,1600,289,0,0,0,0,0,0,0,0,1,0,0,0
1949,34,1,1,2390,2390,2390,2390,,,,,,,,,,,40,2,,,,4,4,5,4,60647601,6,0,2,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,,0,14.9375,160,14.9375,160,14.9375,200,11.95,160,14.9375,1156,169,0,0,0,0,0,1,0,0,0,0,0,0
1948,35,2,,,,,,,,,,,,,,,,,1,,,,,,,,30486112,4,1,,,,,,,,,,,,,18,0,0,0,1,1,,,,,,,,,,1225,324,0,0,0,1,0,0,0,0,0,0,0,0
1954,29,1,2,1000,1000,,500,,,,,,,,,,,40,2,5.75,,,4,4,5,4,31305538,8,999,1,0,0,0,0,0,1,1,0,0,0,0,16,0,0,0,,0,5.75,160,6.25,160,6.25,200,,160,3.125,841,256,0,0,0,0,0,0,0,1,0,0,0,0
1948,35,1,1,3000,2500,2500,2500,,,,,,,,,,,50,2,,,,4,4,5,4,31150813,5,1,2,0,0,1,0,0,0,0,0,1,0,0,16,0,0,0,,0,15,200,15,200,12.5,250,10,200,12.5,1225,256,0,0,0,0,1,0,0,0,0,0,0,0
1954,29,1,1,1212,1212,1516,1212,1,1,1,1,,,,,,,40,2,7.5799999,,,4,4,5,4,52282373,6,999,1,0,0,0,0,1,0,0,0,0,0,1,12,0,1,0,,0,7.5799999,160,7.5749998,160,7.5749998,200,7.5799999,160,7.5749998,841,144,0,0,0,0,0,1,0,0,0,0,0,0
1948,35,1,1,2520,2520,2520,2520,,,,,,,,,,,40,2,,,,4,4,5,4,40867053,10,1,2,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,,0,15.75,160,15.75,160,15.75,200,12.6,160,15.75,1225,256,0,0,0,0,0,0,0,0,0,1,0,0
1949,34,1,1,1000,1000,1000,1000,,,,,,,,,,,60,2,,,,4,4,5,4,40737273,11,1,2,0,0,0,0,1,0,0,0,1,0,0,12,0,0,0,,0,4.1666665,240,4.1666665,240,4.1666665,300,3.3333333,240,4.1666665,1156,144,0,0,0,0,0,0,0,0,0,0,1,0
1952,31,1,1,,,1833,1621,,,,,,,,,,,40,2,24.99,1,,,,,2,45448176,10,1,1,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,,0,24.99,,,,,,,80,20.262501,961,289,0,0,0,0,0,0,0,0,0,1,0,0
1949,34,,,,,,,,,,,,,,,,,,1,,,,,,,,56245587,4,1,,,,,,,,,,,,,10,0,0,0,1,1,,,,,,,,,,1156,100,0,0,0,1,0,0,0,0,0,0,0,0
1953,30,1,4,736,736,736,736,,,,,,,,,,,40,2,9.21,,,4,4,5,4,62521356,1,0,1,0,0,0,0,1,0,0,0,0,0,1,12,0,0,0,,0,9.21,160,4.5999999,160,4.5999999,200,3.6800001,160,4.5999999,900,144,1,0,0,0,0,0,0,0,0,0,0,0
1946,37,1,3,400,400,400,400,,,,,,,,,,,20,1,,,,4,4,5,4,32258740,4,0,2,0,0,0,0,0,1,0,0,0,0,1,16,0,1,0,1,1,5,80,5,80,5,100,4,80,5,1369,256,0,0,0,1,0,0,0,0,0,0,0,0
1944,39,2,,,,,,,,,,,,,,,,,1,,,,,,,,32258740,8,1,,,,,,,,,,,,,14,0,1,0,1,1,,,,,,,,,,1521,196,0,0,0,0,0,0,0,1,0,0,0,0
1948,35,1,3,114,,114,114,,,,,,,,,,,16,1,,,,4,4,5,4,41905328,1,0,2,0,0,0,0,0,1,0,0,1,0,0,14,0,0,0,1,1,1.78125,64,1.78125,64,,80,1.425,64,1.78125,1225,196,1,0,0,0,0,0,0,0,0,0,0,0
1949,34,1,1,2400,2400,2400,2400,,,,,,,,,,,40,2,,,,4,4,5,4,40737273,4,0,2,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,,0,15,160,15,160,15,200,12,160,15,1156,169,0,0,0,1,0,0,0,0,0,0,0,0
1946,37,1,2,2500,2500,2500,2500,,,,,,,,,,,40,1,,,,4,4,5,4,41905328,10,1,2,0,0,0,0,0,1,1,0,0,0,0,16,0,0,0,1,1,15.625,160,15.625,160,15.625,200,12.5,160,15.625,1369,256,0,0,0,0,0,0,0,0,0,1,0,0
1952,31,1,1,1886,2256,1970,1928,,,,,,,,,,,60,1,,,,4,4,5,4,44064365,7,1,2,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,1,1,7.8583331,240,7.8583331,240,9.3999996,300,6.5666666,240,8.0333338,961,196,0,0,0,0,0,0,1,0,0,0,0,0
