u_brthyr,age_5,sc1714,ws1_2012,ws1_2032,ws1_2034,ws1_2036,ws1_2038,ws1cal01,ws1cal02,ws1cal03,ws1cal04,ws1imp04,ws2cal01,ws2cal02,ws2cal03,ws2cal04,ws2imp04,ws1_2024,vetstat,ws1_2028,ws1impo5,ws2impo5,ws1_wks4,ws1_wks3,ws1_wks2,ws1_wks1,fnlwgt_5,u_brthmn,rsncode,ws1_2026,agric1,trans1,trade1,finins1,service1,public1,profes1,manage1,cleric1,labor1,other1,educ,nrace,nmar,health,srvperd,nvstat,kwage,mhrs4,w4,mhrs3,w3,mhrs2,w2,mhrs1,w1,agesq,edsq,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12
1945,38,1,1,2000,1600,2000,1600,,,,,,,,,,,50,2,,,,4,5,4,5,45542541,4,0,2,0,0,1,0,0,0,0,0,1,0,0,12,0,0,0,,0,10,200,10,250,6.4000001,200,10,250,6.4000001,1444,144,0,0,0,1,0,0,0,0,0,0,0,0
1950,33,1,4,1004,1004,1004,1004,,,,,,,,,,,40,1,3.7,1,,4,5,4,5,46562549,6,1,1,0,0,0,0,1,0,0,0,0,0,1,12,0,0,0,1,1,3.7,160,6.2750001,200,5.02,160,6.2750001,200,5.02,1089,144,0,0,0,0,0,1,0,0,0,0,0,0
1952,31,1,2,2484,2484,2484,2484,,,,,,,,,,,40,2,15.53,,,4,5,4,5,45605667,4,0,1,0,0,0,0,0,1,1,0,0,0,0,18,0,0,0,,0,15.53,160,15.525,200,12.42,160,15.525,200,12.42,961,324,0,0,0,1,0,0,0,0,0,0,0,0
1950,33,1,1,2200,2200,2200,2200,,,,,,,,,,,70,1,,,,4,5,4,5,50937993,3,1,2,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,7.8571429,280,7.8571429,350,6.2857141,280,7.8571429,350,6.2857141,1089,324,0,0,1,0,0,0,0,0,0,0,0,0
1945,38,2,,,,,,,,,,,,,,,,,2,,,,,,,,41517460,3,0,,,,,,,,,,,,,12,0,0,0,,0,,,,,,,,,,1444,144,0,0,1,0,0,0,0,0,0,0,0,0
1948,35,1,3,1724,2155,1724,2155,,,,,,,,,,,40,2,,,,4,5,4,5,44130139,6,0,2,0,0,0,0,1,0,1,0,0,0,0,18,0,0,0,,0,10.775,160,10.775,200,10.775,160,10.775,200,10.775,1225,324,0,0,0,0,0,1,0,0,0,0,0,0
1947,36,1,1,3342,3342,4644,3094,,,,,,,,,,,38,2,9,1,,4,5,4,5,41400960,7,0,1,0,0,0,1,0,0,1,0,0,0,0,16,0,0,0,,0,9,152,21.986841,190,17.589474,152,30.552631,190,16.28421,1296,256,0,0,0,0,0,0,1,0,0,0,0,0
1950,33,1,1,3450,4312,3450,4312,,1,,1,,,,,,,35,2,,,,4,5,4,5,65714611,5,1,2,0,0,0,0,0,0,1,0,0,0,0,17,1,1,0,,0,24.642857,140,24.642857,175,24.639999,140,24.642857,175,24.639999,1089,289,0,0,0,0,1,0,0,0,0,0,0,0
1947,36,1,4,2192,2740,2192,2740,,,,,,,,,,,40,1,12.18,,,4,5,4,5,41188960,1,0,1,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,1,1,12.18,160,13.7,200,13.7,160,13.7,200,13.7,1296,144,1,0,0,0,0,0,0,0,0,0,0,0
1949,34,1,1,,3077,3846,3077,,,,,,,,,,,40,2,,,,,5,4,5,49443827,3,0,2,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,,0,15.385,,,200,15.385,160,24.0375,200,15.385,1156,169,0,0,1,0,0,0,0,0,0,0,0,0
1950,33,1,1,938,1172,938,1172,1,1,1,1,,,,,,,70,2,3.3499999,1,,4,5,4,5,52692985,6,0,1,0,1,0,0,0,0,0,0,0,1,0,12,1,0,0,,0,3.3499999,280,3.3499999,350,3.3485715,280,3.3499999,350,3.3485715,1089,144,0,0,0,0,0,1,0,0,0,0,0,0
1954,28,1,1,2000,2000,2000,2000,,,,,,,,,,,40,2,,,,4,5,4,5,42632486,10,999,2,0,0,0,0,1,0,0,1,0,0,0,17,0,0,0,,0,12.5,160,12.5,200,10,160,12.5,200,10,784,289,0,0,0,0,0,0,0,0,0,1,0,0
1945,37,2,,,,,,,,,,,,,,,,,1,,,,,,,,41395706,11,1,,,,,,,,,,,,,14,0,0,0,1,1,,,,,,,,,,1369,196,0,0,0,0,0,0,0,0,0,0,1,0
1954,29,1,1,,600,,,,,,,,,,,,,45,2,,,,4,5,4,5,40108473,3,999,2,0,0,0,1,0,0,0,0,1,0,0,12,0,0,0,,0,2.6666667,180,,225,2.6666667,180,,225,,841,144,0,0,1,0,0,0,0,0,0,0,0,0
1950,32,1,1,6250,6250,6250,6250,,,,,,,,,,,48,2,,,,4,5,4,5,44069232,12,1,2,0,0,0,1,0,0,0,0,1,0,0,18,1,0,0,,0,32.552082,192,32.552082,240,26.041666,192,32.552082,240,26.041666,1024,324,0,0,0,0,0,0,0,0,0,0,0,1
1945,38,1,1,1280,1600,1280,1600,1,1,1,1,,,,,,,40,1,8,1,,4,5,4,5,44800058,3,1,1,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,1,1,8,160,8,200,8,160,8,200,8,1444,121,0,0,1,0,0,0,0,0,0,0,0,0
1950,33,2,,,,,,,,,,,,,,,,,2,,,,,,,,48492400,1,0,,,,,,,,,,,,,16,0,1,0,,0,,,,,,,,,,1089,256,1,0,0,0,0,0,0,0,0,0,0,0
1950,32,1,1,1100,1500,1100,1100,,,,,,,,,,,40,2,6.9000001,,,4,5,4,5,60706813,11,1,1,0,0,0,0,1,0,0,1,0,0,0,16,0,1,0,,0,6.9000001,160,6.875,200,7.5,160,6.875,200,5.5,1024,256,0,0,0,0,0,0,0,0,0,0,1,0
1951,32,1,1,3000,3000,3000,3000,,,,,,,,,,,45,2,,,,4,5,4,5,42263191,4,0,2,0,0,1,0,0,0,1,0,0,0,0,17,0,0,0,,0,16.666666,180,16.666666,225,13.333333,180,16.666666,225,13.333333,1024,289,0,0,0,1,0,0,0,0,0,0,0,0
1951,32,3,4,,,,1600,,,,,,,,,,,72,2,,,,,,,5,42263191,4,1,2,0,0,0,0,1,0,1,0,0,0,0,18,0,0,0,,0,4.4444447,,,,,,,360,4.4444447,1024,324,0,0,0,1,0,0,0,0,0,0,0,0
1946,37,1,1,3192,3192,3192,,,,,,,,,,,,45,2,,,,4,5,4,,41400960,2,0,2,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,,0,17.733334,180,17.733334,225,14.186666,180,17.733334,,,1369,289,0,1,0,0,0,0,0,0,0,0,0,0
1948,35,1,1,1908,2385,1908,2385,,1,,1,,,,,,,40,2,9,1,,4,5,4,5,42949096,7,0,1,0,0,0,0,1,0,1,0,0,0,0,17,1,0,0,,0,9,160,11.925,200,11.925,160,11.925,200,11.925,1225,289,0,0,0,0,0,0,1,0,0,0,0,0
1947,36,2,,,,,,,,,,,,,,,,,2,,,,,,,,39737955,6,0,,,,,,,,,,,,,16,0,0,0,,0,,,,,,,,,,1296,256,0,0,0,0,0,1,0,0,0,0,0,0
1946,37,1,1,3075,3075,3075,3075,,,,,,,,,,,40,1,,,,4,5,4,5,44591713,6,1,2,0,0,0,0,1,0,1,0,0,0,0,18,0,1,0,1,1,19.21875,160,19.21875,200,15.375,160,19.21875,200,15.375,1369,324,0,0,0,0,0,1,0,0,0,0,0,0
1944,39,1,1,3840,3840,3840,3840,,,,,,,,,,,40,2,,,,4,5,4,5,39942487,8,1,2,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,,0,24,160,24,200,19.200001,160,24,200,19.200001,1521,324,0,0,0,0,0,0,0,1,0,0,0,0
1944,39,2,,,,,,,,,,,,,,,,,2,,,,,,,,41400960,4,0,,,,,,,,,,,,,18,0,0,0,,0,,,,,,,,,,1521,324,0,0,0,1,0,0,0,0,0,0,0,0
1954,29,1,4,1375,1100,1375,1100,,,,,,,,,,,40,2,,,,4,5,4,5,53877451,6,999,2,0,0,0,0,0,1,0,0,0,0,1,13,0,1,0,,0,8.59375,160,8.59375,200,5.5,160,8.59375,200,5.5,841,169,0,0,0,0,0,1,0,0,0,0,0,0
1949,34,1,1,75,10,50,,,,,,,,,,,,50,2,,,,3,5,4,,40440963,7,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,0,.5,150,.5,250,.039999999,200,.25,,,1156,144,0,0,0,0,0,0,1,0,0,0,0,0
1954,29,,,,,,,,,,,,,,,,,,2,,,,,,,,43347119,4,999,,,,,,,,,,,,,12,0,0,0,,0,,,,,,,,,,841,144,0,0,0,1,0,0,0,0,0,0,0,0
1951,32,1,2,1454,1454,1454,1454,,,,,,,,,,,40,2,9.0200005,,,4,5,4,5,46253624,5,0,1,0,0,0,0,1,0,0,1,0,0,0,16,0,0,0,,0,9.0200005,160,9.0874996,200,7.27,160,9.0874996,200,7.27,1024,256,0,0,0,0,1,0,0,0,0,0,0,0
1944,39,1,1,3000,2400,3000,2400,,,,,,,,,,,40,1,,,,4,5,4,5,41731150,9,1,2,0,0,0,0,1,0,1,0,0,0,0,17,0,0,0,1,1,18.75,160,18.75,200,12,160,18.75,200,12,1521,289,0,0,0,0,0,0,0,0,1,0,0,0
1954,29,1,1,3200,4000,3200,4000,,1,,1,,,,,,,4,2,2,,,4,5,4,5,40478137,4,999,1,0,1,0,0,0,0,0,1,0,0,0,16,1,0,0,,0,2,16,200,20,200,16,200,20,200,841,256,0,0,0,1,0,0,0,0,0,0,0,0
1948,35,2,,,,,,,,,,,,,,,,,2,,,,,,,,49930528,7,1,,,,,,,,,,,,,16,0,0,0,,0,,,,,,,,,,1225,256,0,0,0,0,0,0,1,0,0,0,0,0
1946,36,1,4,1800,1600,1400,1400,,,,,,,,,,,48,1,6.04,,,4,5,4,5,41517460,11,0,1,0,0,0,0,1,0,1,0,0,0,0,17,0,0,0,1,1,6.04,192,9.375,240,6.6666665,192,7.2916665,240,5.8333335,1296,289,0,0,0,0,0,0,0,0,0,0,1,0
1952,31,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,16,0,1,0,,0,,,,,,,,,,961,256,0,0,1,0,0,0,0,0,0,0,0,0
1948,35,2,,,,,,,,,,,,,,,,,2,,,,,,,,42812822,3,0,,,,,,,,,,,,,16,0,0,0,,0,,,,,,,,,,1225,256,0,0,1,0,0,0,0,0,0,0,0,0
1943,40,3,1,3500,2800,3500,2800,,,,,,,,,,,40,2,,,,4,5,4,5,37241700,7,999,2,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,,0,21.875,160,21.875,200,14,160,21.875,200,14,1600,196,0,0,0,0,0,0,1,0,0,0,0,0
1951,31,1,1,1235,1235,1852,1235,,,,,,,,,,,40,1,12,,,4,5,4,5,39997849,12,0,1,0,0,0,0,1,0,0,1,0,0,0,13,0,0,0,0,0,12,160,7.71875,200,6.1750002,160,11.575,200,6.1750002,961,169,0,0,0,0,0,0,0,0,0,0,0,1
1947,36,1,3,3534,2356,2356,3534,,,,,,,,,,,90,2,,,,4,5,4,5,51644875,9,1,2,0,0,0,0,0,1,1,0,0,0,0,14,0,1,0,,0,9.8166666,360,9.8166666,450,5.2355556,360,6.5444446,450,7.8533335,1296,196,0,0,0,0,0,0,0,0,1,0,0,0
1946,37,3,1,3000,3000,3000,3000,,,,,,,,,,,35,1,,,,4,5,4,5,41188960,7,0,2,0,0,1,0,0,0,0,0,1,0,0,16,0,0,0,1,1,21.428572,140,21.428572,175,17.142857,140,21.428572,175,17.142857,1369,256,0,0,0,0,0,0,1,0,0,0,0,0
1953,30,,,,,,,,,,,,,,,,,,2,,,,,,,,38843057,5,0,,,,,,,,,,,,,8,0,0,0,,0,,,,,,,,,,900,64,0,0,0,0,1,0,0,0,0,0,0,0
1944,39,3,1,658,,,,1,,,,,,,,,,20,2,,,,4,5,4,5,49269839,3,1,2,0,0,0,0,1,0,1,0,0,0,0,18,0,1,0,,0,8.2250004,80,8.2250004,100,,80,,100,,1521,324,0,0,1,0,0,0,0,0,0,0,0,0
1948,35,1,1,1160,1450,1160,1450,,1,,1,,,,,,,40,2,7.25,,,4,5,4,5,39413049,8,1,1,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,,0,7.25,160,7.25,200,7.25,160,7.25,200,7.25,1225,144,0,0,0,0,0,0,0,1,0,0,0,0
1944,39,1,1,1624,1624,2030,1624,,,,,,,,,,,40,2,10.15,,,4,5,4,5,54131234,4,0,1,0,1,0,0,0,0,0,0,0,1,0,8,0,1,1,,0,10.15,160,10.15,200,8.1199999,160,12.6875,200,8.1199999,1521,64,0,0,0,1,0,0,0,0,0,0,0,0
1946,37,,,,,,,,,,,,,,,,,,2,,,,,,,,50194417,9,1,,,,,,,,,,,,,12,0,1,1,,0,,,,,,,,,,1369,144,0,0,0,0,0,0,0,0,1,0,0,0
1949,34,1,1,688,860,688,688,,,,,,,,,,,40,2,4.3000002,,,4,5,4,5,45408565,8,1,1,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,,0,4.3000002,160,4.3000002,200,4.3000002,160,4.3000002,200,3.4400001,1156,144,0,0,0,0,0,0,0,1,0,0,0,0
1946,37,3,1,4900,5100,5100,4900,,,,,,,,,,,55,2,,,,4,5,4,5,42949096,7,1,2,0,0,0,0,1,0,1,0,0,0,0,18,0,0,0,,0,22.272728,220,22.272728,275,18.545454,220,23.181818,275,17.818182,1369,324,0,0,0,0,0,0,1,0,0,0,0,0
1946,37,2,,,,,,,,,,,,,,,,,2,,,,,,,,55002675,7,1,,,,,,,,,,,,,14,0,1,0,,0,,,,,,,,,,1369,196,0,0,0,0,0,0,1,0,0,0,0,0
1954,29,,,,,,,,,,,,,,,,,,,,,,,,,,,6,999,,,,,,,,,,,,,11,1,1,0,,0,,,,,,,,,,841,121,0,0,0,0,0,1,0,0,0,0,0,0
1952,31,1,1,640,800,640,640,,,,,,,,,,,40,2,4,,,4,5,4,5,40472669,5,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,,0,4,160,4,200,4,160,4,200,3.2,961,144,0,0,0,0,1,0,0,0,0,0,0,0
1948,35,1,1,1250,1000,1250,1000,,,,,,,1,,1,,40,2,6.25,,1,4,5,4,5,40178187,5,1,1,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,,0,6.25,160,7.8125,200,5,160,7.8125,200,5,1225,49,0,0,0,0,1,0,0,0,0,0,0,0
1951,32,,,,,,,,,,,,,,,,,,2,,,,,,,,59154511,6,1,,,,,,,,,,,,,12,0,1,1,,0,,,,,,,,,,1024,144,0,0,0,0,0,1,0,0,0,0,0,0
1944,38,1,4,4650,3100,3100,,,,,,,,,,,,55,2,,,,4,5,4,1,41731150,10,0,2,0,0,0,0,1,0,1,0,0,0,0,18,0,0,0,,0,21.136364,220,21.136364,275,11.272727,220,14.090909,55,,1444,324,0,0,0,0,0,0,0,0,0,1,0,0
1953,30,1,1,3000,2400,2400,3000,,,,,,,,,,,40,2,,,,4,5,4,5,43676239,5,0,2,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,,0,18.75,160,18.75,200,12,160,15,200,15,900,289,0,0,0,0,1,0,0,0,0,0,0,0
1950,32,1,1,3816,3816,3816,3816,,,,,,,,,,,40,2,,,,4,5,4,5,42263191,12,1,2,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,,0,23.85,160,23.85,200,19.08,160,23.85,200,19.08,1024,324,0,0,0,0,0,0,0,0,0,0,0,1
1947,36,1,4,3900,2600,2600,2600,,,,,,,,,,,45,2,,,,4,5,4,5,41400960,9,0,2,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,,0,21.666666,180,21.666666,225,11.555555,180,14.444445,225,11.555555,1296,256,0,0,0,0,0,0,0,0,1,0,0,0
1950,33,3,1,,,,320,,,,,,,,,,,40,2,4,,,,,,3,,10,1,1,0,0,0,0,0,0,0,0,0,1,0,18,0,1,0,,0,4,,,,,,,120,2.6666667,1089,324,0,0,0,0,0,0,0,0,0,1,0,0
1947,36,1,1,1320,1056,1320,1056,,,,,,,,,,,40,1,6.5999999,,,4,5,4,5,41828679,2,1,1,0,0,0,0,0,0,0,1,0,0,0,15,0,1,0,1,1,6.5999999,160,8.25,200,5.2800002,160,8.25,200,5.2800002,1296,225,0,1,0,0,0,0,0,0,0,0,0,0
1946,36,1,1,800,1000,800,1000,1,1,1,1,,,,,,,40,1,5,1,,4,5,4,5,40404572,11,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,1,5,160,5,200,5,160,5,200,5,1296,144,0,0,0,0,0,0,0,0,0,0,1,0
1943,40,,,,,,,,,,,,,,,,,,2,,,,,,,,47972806,9,999,,,,,,,,,,,,,12,0,1,0,,0,,,,,,,,,,1600,144,0,0,0,0,0,0,0,0,1,0,0,0
1947,35,1,1,2219,2774,2219,2774,1,1,1,1,,,,,,,38,2,14.6,1,,4,5,4,5,41900109,12,1,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,,0,14.6,152,14.598684,190,14.6,152,14.598684,190,14.6,1225,196,0,0,0,0,0,0,0,0,0,0,0,1
1948,35,1,3,1500,1500,1500,2250,,,,,,,,,,,90,2,,,,4,5,4,5,41395706,8,0,2,0,0,0,0,1,0,1,0,0,0,0,18,0,0,0,,0,4.1666665,360,4.1666665,450,3.3333333,360,4.1666665,450,5,1225,324,0,0,0,0,0,0,0,1,0,0,0,0
1944,39,3,1,2000,2400,2400,2400,,,,,,,,,,,40,1,13.46,,,4,5,4,5,43721380,4,0,1,0,1,0,0,0,0,0,0,0,1,0,12,0,1,0,1,1,13.46,160,12.5,200,12,160,15,200,12,1521,144,0,0,0,1,0,0,0,0,0,0,0,0
1943,39,1,1,1440,1440,1440,1440,,,,,,,,,,,40,2,,,,4,5,4,5,40384987,11,999,2,0,0,0,0,1,0,1,0,0,0,0,18,0,0,0,,0,9,160,9,200,7.1999998,160,9,200,7.1999998,1521,324,0,0,0,0,0,0,0,0,0,0,1,0
1946,36,,,,,,,,,,,,,,,,,,2,,,,,,,,41731150,10,0,,,,,,,,,,,,,9,0,0,0,,0,,,,,,,,,,1296,81,0,0,0,0,0,0,0,0,0,1,0,0
1953,30,2,,,,,,,,,,,,,,,,,2,,,,,,,,41458346,9,0,,,,,,,,,,,,,9,0,0,0,,0,,,,,,,,,,900,81,0,0,0,0,0,0,0,0,1,0,0,0
1951,31,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,,,,,,,,,,,,,9,1,1,0,,0,,,,,,,,,,961,81,0,0,0,0,0,0,0,0,0,0,0,1
1954,29,1,4,334,418,334,418,1,1,1,1,,,,,,,37,2,,,,4,5,4,5,71590521,10,999,2,0,1,0,0,0,0,0,0,0,1,0,13,1,1,0,,0,2.2567568,148,2.2567568,185,2.2594595,148,2.2567568,185,2.2594595,841,169,0,0,0,0,0,0,0,0,0,1,0,0
1954,29,1,1,720,900,720,900,1,1,1,1,,,,,,,50,2,3.5999999,1,,4,5,4,5,40743334,1,999,1,0,0,1,0,0,0,0,0,0,0,1,16,0,0,0,,0,3.5999999,200,3.5999999,250,3.5999999,200,3.5999999,250,3.5999999,841,256,1,0,0,0,0,0,0,0,0,0,0,0
1954,29,,,,,,,,,,,,,,,,,,2,,,,,,,,42140731,7,999,,,,,,,,,,,,,12,0,1,0,,0,,,,,,,,,,841,144,0,0,0,0,0,0,1,0,0,0,0,0
1953,29,,,,,,,,,,,,,,,,,,2,,,,,,,,45582703,12,0,,,,,,,,,,,,,12,0,1,1,,0,,,,,,,,,,841,144,0,0,0,0,0,0,0,0,0,0,0,1
1952,31,1,1,,400,400,,,,,,,,,,,,50,2,,,,,1,3,,59154511,4,0,2,0,0,0,0,1,0,1,0,0,0,0,16,0,1,0,,0,8,,,50,8,150,2.6666667,,,961,256,0,0,0,1,0,0,0,0,0,0,0,0
1949,34,,,,,,,,,,,,,,,,,,1,,,,,,,,42450456,4,0,,,,,,,,,,,,,13,0,0,0,1,1,,,,,,,,,,1156,169,0,0,0,1,0,0,0,0,0,0,0,0
1946,37,1,1,600,750,600,750,,1,,1,,,,,,,35,1,12,,,4,5,4,5,41400960,7,0,1,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,1,1,12,140,4.2857141,175,4.2857141,140,4.2857141,175,4.2857141,1369,256,0,0,0,0,0,0,1,0,0,0,0,0
1947,36,1,3,1740,1670,1670,2500,,,,,,,,,,,37,2,,,,4,5,4,5,40142980,2,1,2,0,0,0,0,0,1,0,0,1,0,0,12,0,0,0,,0,11.756757,148,11.756757,185,9.0270271,148,11.283784,185,13.513514,1296,144,0,1,0,0,0,0,0,0,0,0,0,0
1954,29,1,4,1526,1220,1220,1526,,,,,,,,,,,40,2,7.6300001,,,4,5,4,5,38582055,5,999,1,0,0,0,0,0,1,0,0,1,0,0,14,0,0,0,,0,7.6300001,160,9.5375004,200,6.0999999,160,7.625,200,7.6300001,841,196,0,0,0,0,1,0,0,0,0,0,0,0
1953,30,1,4,1333,1666,1333,1666,,1,,1,,,,,,,40,2,5,1,,4,5,4,5,100259285,9,0,1,0,0,0,0,0,1,1,0,0,0,0,14,1,1,0,,0,5,160,8.3312502,200,8.3299999,160,8.3312502,200,8.3299999,900,196,0,0,0,0,0,0,0,0,1,0,0,0
1949,34,1,2,2100,2100,2100,2100,,,,,,,,,,,40,2,,,,4,5,4,5,56314326,7,0,2,0,0,0,0,0,1,1,0,0,0,0,18,0,1,0,,0,13.125,160,13.125,200,10.5,160,13.125,200,10.5,1156,324,0,0,0,0,0,0,1,0,0,0,0,0
1947,35,1,1,1400,1750,1400,1750,,1,,1,,,,,,,48,2,,,,4,5,4,5,43289741,11,0,2,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,,0,7.2916665,192,7.2916665,240,7.2916665,192,7.2916665,240,7.2916665,1225,144,0,0,0,0,0,0,0,0,0,0,1,0
1946,36,1,2,1410,1762,1410,1410,,,,,,,,,,,40,1,8.8100004,,,4,5,4,5,40404572,10,0,1,0,0,0,0,1,0,0,0,0,1,0,12,0,0,0,1,1,8.8100004,160,8.8125,200,8.8100004,160,8.8125,200,7.0500002,1296,144,0,0,0,0,0,0,0,0,0,1,0,0
1951,32,,,,,,,,,,,,,,,,,,2,,,,,,,,59154511,12,1,,,,,,,,,,,,,13,0,1,0,,0,,,,,,,,,,1024,169,0,0,0,0,0,0,0,0,0,0,0,1
1943,40,1,1,2500,3125,2500,3125,,1,,1,,,,,,,32,2,20,,,4,5,4,5,40967911,5,999,1,0,0,0,0,0,0,0,0,0,1,0,12,0,0,1,,0,20,128,19.53125,160,19.53125,128,19.53125,160,19.53125,1600,144,0,0,0,0,1,0,0,0,0,0,0,0
1945,37,1,1,2000,2000,500,2000,,,,,,,,,,,40,1,12,,,4,5,4,5,40178187,12,1,1,0,1,0,0,0,0,0,0,1,0,0,12,0,0,0,1,1,12,160,12.5,200,10,160,3.125,200,10,1369,144,0,0,0,0,0,0,0,0,0,0,0,1
1951,32,1,1,800,1000,800,1000,,1,,1,,,,,,,40,2,,,,4,5,4,5,43929405,2,0,2,0,0,1,0,0,0,0,0,0,0,0,16,1,0,0,,0,5,160,5,200,5,160,5,200,5,1024,256,0,1,0,0,0,0,0,0,0,0,0,0
1947,36,1,1,1280,1600,1280,1600,,1,,1,,,,,,,40,2,8,,,4,5,4,5,42812822,6,0,1,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,,0,8,160,8,200,8,160,8,200,8,1296,16,0,0,0,0,0,1,0,0,0,0,0,0
1943,39,1,1,2583,2583,2583,2583,,,,,,,,,,,35,1,,,,4,5,4,5,39942487,12,999,2,0,0,0,1,0,0,1,0,0,0,0,12,0,0,0,1,1,18.450001,140,18.450001,175,14.76,140,18.450001,175,14.76,1521,144,0,0,0,0,0,0,0,0,0,0,0,1
1944,39,1,1,1900,1900,1700,1700,,,,,,,,,,,45,2,,,,4,5,4,5,39942487,8,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,0,10.555555,180,10.555555,225,8.4444447,180,9.4444447,225,7.5555553,1521,100,0,0,0,0,0,0,0,1,0,0,0,0
1950,32,1,3,2400,3000,2400,3000,1,1,1,1,,,,,,,40,2,15,1,,4,5,4,5,50937993,11,1,1,0,0,0,0,1,0,1,0,0,0,0,13,0,0,0,,0,15,160,15,200,15,160,15,200,15,1024,169,0,0,0,0,0,0,0,0,0,0,1,0
1954,29,1,1,1515,1515,1515,1515,,,,,,,,,,,35,2,,,,4,5,4,5,38389359,7,999,2,0,0,1,0,0,0,1,0,0,0,0,13,0,0,0,,0,10.821428,140,10.821428,175,8.6571426,140,10.821428,175,8.6571426,841,169,0,0,0,0,0,0,1,0,0,0,0,0
1943,40,2,,,,,,,,,,,,,,,,,2,,,,,,,,38853860,8,999,,,,,,,,,,,,,12,0,0,0,,0,,,,,,,,,,1600,144,0,0,0,0,0,0,0,1,0,0,0,0
1948,35,1,1,1260,1575,1260,1575,,1,,1,,,,,,,40,2,7.8499999,,,4,5,4,5,38981199,7,1,1,0,0,1,0,0,0,0,0,0,1,0,11,0,0,0,,0,7.8499999,160,7.875,200,7.875,160,7.875,200,7.875,1225,121,0,0,0,0,0,0,1,0,0,0,0,0
1950,32,1,1,1650,1650,1650,1650,,,,,,,,,,,50,2,,,,4,5,4,5,50937993,12,1,2,0,0,1,0,0,0,0,0,1,0,0,13,0,0,0,,0,8.25,200,8.25,250,6.5999999,200,8.25,250,6.5999999,1024,169,0,0,0,0,0,0,0,0,0,0,0,1
1954,29,,,,,,,,,,,,,,,,,,2,,,,,,,,36373062,8,999,,,,,,,,,,,,,10,1,0,0,,0,,,,,,,,,,841,100,0,0,0,0,0,0,0,1,0,0,0,0
1945,38,1,1,2344,1875,1875,2344,,,,,,,,,,,40,1,11.72,,,4,5,4,5,44219516,1,0,1,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,1,1,11.72,160,14.65,200,9.375,160,11.71875,200,11.72,1444,169,1,0,0,0,0,0,0,0,0,0,0,0
1953,30,1,1,1505,1204,1505,1140,,,,,,,,,,,40,1,7.5300002,,,4,5,4,5,59332594,6,1,1,0,0,0,0,1,0,1,0,0,0,0,16,0,1,0,1,1,7.5300002,160,9.40625,200,6.02,160,9.40625,200,5.6999998,900,256,0,0,0,0,0,1,0,0,0,0,0,0
1944,39,2,,,,,,,,,,,,,,,,,2,,,,,,,,50053052,1,0,,,,,,,,,,,,,6,1,0,0,,0,,,,,,,,,,1521,36,1,0,0,0,0,0,0,0,0,0,0,0
1944,39,1,2,3500,3500,3500,3500,,,,,,,,,,,44,2,,,,4,5,4,5,41900109,7,1,2,0,1,0,0,0,0,0,0,1,0,0,12,0,0,0,,0,19.886364,176,19.886364,220,15.909091,176,19.886364,220,15.909091,1521,144,0,0,0,0,0,0,1,0,0,0,0,0
1952,31,1,1,1000,1250,1000,1250,,1,,1,,,,,,,40,2,,,,4,5,4,5,43903678,2,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,0,6.25,160,6.25,200,6.25,160,6.25,200,6.25,961,144,0,1,0,0,0,0,0,0,0,0,0,0
1947,36,,,,,,,,,,,,,,,,,,2,,,,,,,,40178187,5,0,,,,,,,,,,,,,12,0,0,1,,0,,,,,,,,,,1296,144,0,0,0,0,1,0,0,0,0,0,0,0
1951,32,1,1,1000,1000,1250,1000,,,,,,,,,,,40,2,6.25,,,4,5,4,5,42263191,2,0,1,0,0,1,0,0,0,1,0,0,0,0,18,0,0,0,,0,6.25,160,6.25,200,5,160,7.8125,200,5,1024,324,0,1,0,0,0,0,0,0,0,0,0,0
