byr,race,year,type,interval,nj,nj0,p_xl,p_l,earnings,iweight,iweight_old,nsrvd,ps_r,ern74,ern75,ern76,ern77,ern78,ern79,ern80,ern81,ern82,ern83,ern84
52,1,83,ADJ,16,244,49.04400253295898,.066332921,.005006257,11443.704,2.8897036e-06,2.1319192e-06,6506,.26340082,.15841623,.24196494,.34413686,.49595368,.44364089,.56844652,.64749718,.67349958,.75783229,1,.79454893
52,1,84,ADJ,69,230,57.04000091552734,.081117019,.022606388,13189.952,2.4997255e-06,1.5964986e-06,2497,.10716739,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,56,222,41.06999969482422,.094478525,.015950929,14058.41,2.4519502e-06,1.6963672e-06,2625,.11513158,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,73,250,63,.10695187,.021390375,12611.959,2.2962133e-06,1.6059138e-06,3114,.12069768,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,45,233,47.99800109863281,.075566746,.016372792,13151.405,2.5524641e-06,1.7616206e-06,2678,.11444444,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,12,232,35.95999908447266,.071005918,.01538461,12473.445,2.6606961e-06,2.0480027e-06,6020,.25294119,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,9,234,54.05400085449219,.072821848,.010403125,12190.665,2.6085231e-06,1.7955178e-06,6363,.26623431,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,21,215,32.03499984741211,.070505284,.0058754394,12186.688,3.0943650e-06,2.3065422e-06,3093,.14253457,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,10,236,54.04399871826172,.088197149,0,12273.018,2.5045581e-06,1.7593580e-06,6466,.27168068,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,16,244,50.99600219726563,.061946899,.015170673,12185.367,2.8546424e-06,2.0051302e-06,6506,.26340082,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,13,240,56.88000106811523,.082568809,.020969862,12506.763,2.4626311e-06,1.6995261e-06,6771,.27412957,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,60,176,39.07199859619141,.051413883,.021850897,12096.917,2.0285383e-06,1.3987936e-06,2019,.11342697,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,31,241,52.05599975585938,.10586734,.010204089,13153.618,2.2758711e-06,1.6303496e-06,2865,.11741804,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,14,251,67.01699829101563,.060027283,.016371083,12518.974,2.5710629e-06,1.6670640e-06,6647,.26272726,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,57,244,57.09600067138672,.074412532,.0052219313,13071.903,2.9147477e-06,1.8565911e-06,2483,.10012097,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,26,247,46.93000030517578,.065432094,.0098765474,11919.915,3.0531032e-06,2.2159543e-06,2702,.10895161,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,8,249,62.00099945068359,.058588549,.026631162,12980.106,2.9030866e-06,1.8068780e-06,7078,.27976283,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,41,234,54.05400085449219,.11053316,.023407022,13663.06,2.1587823e-06,1.4839783e-06,2503,.10516807,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,36,242,53.96599960327148,.090090096,.011583009,12755.387,2.7217852e-06,1.8522321e-06,2721,.11060975,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,33,215,49.02000045776367,.042746112,.011658031,12649.351,2.7729309e-06,1.7571519e-06,2398,.11050691,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,43,239,60.94499969482422,.10067115,.017449657,14272.867,2.4172198e-06,1.4825040e-06,2663,.10781377,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,39,225,56.92499923706055,.095046856,.024096381,13687.213,2.1981668e-06,1.4134403e-06,2486,.10623932,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,67,289,47.9739990234375,.099520378,.025179857,13598.727,2.7489766e-06,2.0957903e-06,2715,.093298972,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,58,247,60.02099990844727,.075297229,.026420072,13185.685,2.4637654e-06,1.6330540e-06,2434,.095078126,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,35,208,43.05599975585938,.090794452,.0063051758,13131.17,2.2097411e-06,1.5469227e-06,2543,.11938967,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,64,241,49.88700103759766,.11979824,.0063051698,14016.938,2.1133371e-06,1.5178369e-06,2789,.11337399,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,1,251,45.93299865722656,.088127285,.019583847,13181.639,2.9032146e-06,2.0665068e-06,7193,.27988327,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,71,243,45.92699813842773,.081381008,.014796549,12539.284,2.6858552e-06,1.9670356e-06,2753,.11056225,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,49,226,47.00799942016602,.039141413,.02272727,12076.045,3.4243753e-06,2.2069569e-06,2820,.12368421,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,6,209,52.04100036621094,.10252997,0,12925.634,2.0925479e-06,1.4055653e-06,6656,.3095814,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,22,208,44.92800140380859,.054846942,.012755102,12313.472,2.8932177e-06,1.8765516e-06,2596,.12303317,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,54,245,43.11999893188477,.099514566,.02912621,13980.046,2.6171324e-06,1.8717143e-06,2408,.097886182,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,25,242,50.09400177001953,.068095841,.025220683,12565.169,2.5757538e-06,1.8362670e-06,2821,.11561476,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,42,246,48.95399856567383,.086142316,.0099875173,13261.851,2.8297068e-06,1.9468721e-06,2495,.099799998,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,44,266,60.91400146484375,.10246434,.02983138,13188.136,2.3395780e-06,1.6693567e-06,2465,.090959407,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,47,258,53.92200088500977,.068268016,.020227557,12669.576,3.0672477e-06,2.0963460e-06,2413,.092452109,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,29,275,59.125,.073885351,.022929935,11912.342,2.8472891e-06,2.0862565e-06,2948,.10528571,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,20,243,52.9739990234375,.074168794,.01023018,12860.78,3.0247554e-06,1.9847914e-06,3486,.14056452,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,11,234,51.94800186157227,.060411308,.021850908,12416.82,3.1226384e-06,2.0226921e-06,5499,.23105042,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,65,270,56.96999740600586,.098859318,.013941695,13834.004,3.0376709e-06,2.0063628e-06,2713,.099377289,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,53,232,48.02400207519531,.049180329,.037831016,12749.236,2.4012909e-06,1.6989602e-06,2292,.095899582,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,28,237,51.90299987792969,.092189498,.026888611,13208.363,2.5435968e-06,1.7303703e-06,2467,.10236514,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,18,250,45,.048780486,.019512195,12611.756,3.4859352e-06,2.3905770e-06,5970,.23596838,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,27,253,56.92499923706055,.10193549,.010322572,13551.476,2.6123728e-06,1.7551276e-06,2863,.11183593,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,3,241,52.05599975585938,.11607143,.021683674,13690.581,2.3995981e-06,1.6559784e-06,6633,.2752282,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,7,261,56.89799880981445,.083120205,.024296673,12817.795,2.8520567e-06,1.9647355e-06,7182,.27000001,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,30,274,61.10200119018555,.093951091,.014157014,12999.979,2.6086075e-06,1.8478819e-06,2745,.09874101,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,32,228,59.052001953125,.07692308,.012145749,12419.706,2.4864419e-06,1.6218725e-06,3015,.13051948,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,66,204,49.97999954223633,.078145698,.031788073,12382.387,1.9142055e-06,1.3456923e-06,2696,.12777251,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,34,258,52.88999938964844,.083018869,.038993716,12995.417,2.5534614e-06,1.8376452e-06,2973,.11304183,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,15,231,43.88999938964844,.08024691,.011111113,12225.826,2.5347051e-06,1.8821472e-06,6720,.2871795,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,5,213,43.0260009765625,.076441102,.017543862,12512.357,2.3442115e-06,1.6792579e-06,6147,.28327188,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,2,229,57.02099990844727,.06924101,0,12363.171,2.5239349e-06,1.6700573e-06,6909,.294,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,4,235,47,.037499998,.0099999979,12035.959,3.4323145e-06,2.2824076e-06,7354,.30769876,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,63,251,43.92499923706055,.077575766,.01454545,12464.258,2.8855420e-06,2.1480751e-06,2945,.11414728,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,59,234,47.03400039672852,.096370459,.0050062621,12980.756,2.5025852e-06,1.7839246e-06,2572,.10628099,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,46,311,66.86499786376953,.061146498,.020382168,12429.687,3.8907642e-06,2.6113853e-06,3303,.10485714,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,55,184,39.92799758911133,.054916985,.014048529,12144.42,2.0916191e-06,1.4598533e-06,2453,.13188171,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,38,236,45.07600021362305,.11001236,.016069215,13443.061,2.4000676e-06,1.7381708e-06,2720,.11286307,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,72,232,58,.079999998,.029333334,12448.832,2.1807623e-06,1.5159102e-06,2432,.10175733,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,37,206,45.9379997253418,.093951091,.030888032,13098.897,2.1520902e-06,1.4749940e-06,2506,.11933333,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,19,243,54.91799926757813,.058139537,.016795862,12279.74,2.8659169e-06,1.9338056e-06,6273,.25294355,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,51,256,54.01599884033203,.074778199,.029150827,13663.528,2.8061952e-06,1.8683013e-06,2911,.11110687,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,40,243,35.9640007019043,.082159624,.018779345,12977.188,3.0036438e-06,2.2632987e-06,2671,.10770161,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,24,219,49.05599975585938,.064432986,.023195883,12546.863,2.4522310e-06,1.6690029e-06,2732,.12035242,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,62,262,52.92400360107422,.076441109,.01503759,12752.036,3.0500751e-06,2.1242042e-06,2611,.098157898,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,70,242,51.0620002746582,.041825097,.021546263,11976.641,3.1931759e-06,2.1586802e-06,2603,.1062449,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,23,239,53.05800247192383,.086118259,.026992284,12975.839,2.6302318e-06,1.7820770e-06,3057,.12528689,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,52,237,57.11700057983398,.072463766,.017127806,12494.592,2.4232554e-06,1.6569691e-06,2562,.1054321,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,17,258,44.89199829101563,.047215499,.027845033,12675.993,3.7777404e-06,2.5742377e-06,5680,.21353383,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,48,192,33.98400115966797,.057108141,.03766707,12959.938,2.3556970e-06,1.6665089e-06,2483,.12604061,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,61,238,45.93400192260742,.073110282,.0099132601,12262.664,3.0337696e-06,2.1407075e-06,2587,.10559183,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,50,212,43.0359992980957,.089084066,.017565874,12539.794,2.3921450e-06,1.7041598e-06,2388,.11055555,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
52,1,84,ADJ,68,237,42.89699935913086,.1025641,.020757027,13427.563,2.4487115e-06,1.7944965e-06,2320,.097071126,.16803737,.18297939,.26676872,.42184141,.40834689,.48553401,.53056699,.59540653,.6948002,.79454893,1
53,1,74,ADJ,3,271,43.90200042724609,.0047732703,.0035799521,6415.1235,.00001276847,9.3004610e-06,4300,.15750916,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,68,228,33.97200012207031,.021151584,.0047003534,6777.8745,9.0597068e-06,6.9019084e-06,2898,.12655021,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,30,228,36.02400207519531,.026128266,.004750595,6754.2588,8.1486014e-06,6.2793388e-06,3099,.13592105,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,65,241,34.94499969482422,.014035087,0,6991.3687,9.7162138e-06,7.3081719e-06,3172,.13053498,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,42,249,42.08100128173828,.0048134779,0,6344.2251,.000011294965,8.2485631e-06,3043,.12172,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,70,264,36.95999908447266,.012790698,0,6537.7344,.000012398246,9.3763474e-06,2747,.10327068,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,9,258,21.93000030517578,.0043715849,0,6682.5405,.000011611476,9.7917400e-06,3880,.14865901,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,72,261,37.0620002746582,.022144521,.0093240133,6457.8848,.000010196546,8.0720947e-06,3046,.11625955,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,62,225,31.04999923706055,.015081206,0,6973.8589,9.4896332e-06,7.1705776e-06,2827,.1250885,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,15,252,29.98800086975098,.013620885,.0045402958,6884.5996,.000010437989,8.2742245e-06,3408,.13470356,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,6,230,39.10000228881836,0,.0048192772,6781.0454,.000010690831,7.4356931e-06,4213,.18317391,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,43,209,30.09599876403809,0,0,5875.0098,.000011351172,8.6297387e-06,3053,.14538096,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,44,263,39.97599792480469,0,.0047169812,6663.1416,.000013329597,9.4985080e-06,3288,.12454545,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,60,209,29.05100059509277,.0058072009,0,6670.228,9.6241429e-06,7.2430826e-06,3077,.14582938,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,35,235,31.02000045776367,.010368664,.0046082954,6046.8301,.000011194509,8.8725956e-06,3087,.12970588,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,23,260,29.89999961853027,.0045197746,.0090395482,6531.4771,.000012209691,9.6974982e-06,2992,.11507692,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,32,253,43.01000213623047,0,.0096385553,6102.123,.00001182693,8.7185790e-06,3059,.12090909,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,38,263,28.93000030517578,.016853932,.0089887632,6877.3911,.00001104388,8.8972520e-06,3068,.11533835,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,7,250,50,.02,.0099999998,6592.8926,8.3121040e-06,6.1405967e-06,4398,.17521912,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,19,233,28.89200019836426,.010273972,.013698631,6685.5088,9.7389893e-06,7.7195482e-06,3189,.13686696,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,53,229,37.09799957275391,.010739856,.0095465407,7334.5581,8.5317652e-06,6.1668989e-06,2731,.11771552,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,67,249,29.8799991607666,.0045454549,0,6803.0757,.000011341159,8.8182242e-06,3015,.12011952,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,22,215,29.02500152587891,0,.010404624,6910.313,9.2349374e-06,6.9955449e-06,3061,.14237209,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,13,296,52.98400115966797,0,.0036540804,6543.624,.000014858203,.000010117117,3675,.1229097,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,24,247,34.08599853515625,.013921114,0,6124.3555,.000011540516,9.0436442e-06,2959,.11931451,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,4,241,24.10000038146973,.018888889,.0044444432,6089.5347,.00001099854,9.2896316e-06,4355,.17921811,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,36,225,33.97499847412109,.015312131,.01648999,6540.918,9.0114645e-06,6.9331440e-06,3234,.14246696,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,45,231,18.94200134277344,.0043572988,.0054466231,6412.5356,.000011605013,9.8044429e-06,3148,.13568966,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,59,269,37.12199783325195,.0081206495,.013921114,6274.5566,.000011297256,8.9497407e-06,3046,.11281481,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,27,266,35.11199951171875,.012672811,0,6636.0874,.000012426881,9.4957368e-06,3250,.12218045,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,55,209,30.09599876403809,0,.011682242,6410.5684,.00001023138,7.6443093e-06,2760,.13142857,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,8,246,34.93200302124023,.0093240095,.0046620052,6495.5425,.000010232567,7.9474230e-06,4126,.16704454,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,54,269,29.05200004577637,.0078475336,.0044843042,6349.5376,.000012661772,.00001031279,3150,.11710037,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,69,229,35.0369987487793,.010625737,.004722551,6350.8594,9.2476175e-06,7.1644417e-06,2964,.12943232,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,64,230,36.11000061035156,.010676157,0,6343.9463,.000010615176,7.9108449e-06,2858,.12318966,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,50,242,36.05800247192383,.0047003529,.0047003529,6573.0181,.000011071952,8.2358720e-06,3118,.12884298,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,28,238,30.93999862670898,.0045977011,.0045977011,6577.6631,.000010424243,8.1326807e-06,3159,.13273109,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,51,221,38.89599990844727,.03276699,.01092233,7077.4814,7.3691822e-06,5.4779807e-06,2828,.1279638,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,11,232,36.88800048828125,.004756243,0,5682.688,.00001300686,9.7045986e-06,3648,.15523404,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,21,247,36.0620002746582,.014051522,.009367682,6574.7417,9.7044222e-06,7.5461730e-06,3137,.12598394,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,17,227,32.00699996948242,.015133876,0,6605.855,.000010104472,7.6914694e-06,3395,.14955947,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,10,225,31.95000076293945,.015151515,.0058275047,6717.709,9.3357085e-06,7.1538225e-06,3484,.15484445,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,71,239,27.96299934387207,0,.0090600234,6413.6367,.000010587585,8.5283818e-06,3314,.13808334,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,26,237,27.01799964904785,.019187361,.00451467,6508.6514,.000010936922,8.7751632e-06,3137,.13180672,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,25,224,30.9119987487793,.015081207,.0058004609,6803.0215,9.3567442e-06,7.1716267e-06,3342,.14853333,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,18,256,27.90399932861328,.004489338,0,6385.876,.000012895192,.000010315734,3373,.13175781,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
53,1,74,ADJ,66,235,30.08000183105469,.029816514,0,6702.1279,8.3467130e-06,6.8029735e-06,3034,.12747899,1,.67970449,.66312766,.56753689,.47051063,.47019586,.32967502,.17963746,.179773,.0062317415,.16165766
